统一策略ID,策略代码,策略名称,渠道,投顾机构,原披露风险等级,测算风险等级,风险基础分类,权益风险档,波动风险档,回撤风险档,风险触发指标,风险测算缺失项,权益基金权重,债券基金权重,货币基金权重,混合基金权重,指数基金权重,QDII权重,波动率,最大回撤,主可比池,业务主分类,业务组合分类,业务分类标签,市场地域,数据完整性,基础数据等级,运作状态,最新业绩日期,收益数据截至,是否广发相关,是否天天策略,天天当前对客展示,天天对客展示标记,天天展示状态,天天展示分层,天天展示判定依据
ttfund__OM4ILPE,OM4ILPE,雄霸赛道偏股,天天基金/投顾,国联证券-国联投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,99.047,0,0.953,0,71.1665,72.8106,14.0736,36.4241,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜指数/被动为主｜海外全球｜指数/被动工具组合、QDII/海外工具,海外/全球,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__M06GNPI,M06GNPI,药师指数趋势轮动,天天基金/投顾,华宝智选投顾,中高风险,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,98.6694,0,1.3306,0,98.6694,27.1455,21.8351,21.1568,目标盈系列产品,目标盈系列产品,R5 权益/进取｜目标盈系列产品,国内+海外｜指数/被动为主｜目标盈/止盈｜指数/被动工具组合、QDII/海外工具,国内+海外,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__PBYL0ZS,PBYL0ZS,一哥懒到家,天天基金/投顾,国联证券-国联投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,73.124,13.3865,0.9588,12.5307,0,0,14.8319,36.4752,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__XC71LBU,XC71LBU,一路有妮,天天基金/投顾,华宝智选投顾,中高风险,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R4 均衡成长,权益+波动,,98.5539,0,1.4461,0,0,0,15.2172,12.8077,主题/行业型,主题/行业型,R5 权益/进取｜主题/行业型,国内｜主动为主｜主题行业｜主动基金组合,国内,完整,A,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__DXHFO1R,DXHFO1R,医药汉堡,天天基金/投顾,国联证券-国联投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,98.3101,0,1.6899,0,98.3101,98.3101,22.9944,32.7947,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜指数/被动为主｜海外全球、主题行业｜指数/被动工具组合、QDII/海外工具,海外/全球,完整,B,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__JPUC3FJ,JPUC3FJ,易方达红利权益配置,天天基金/投顾,易方达基金投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R3 均衡稳健,权益+波动,,87.7137,0,1.0273,11.2591,55.0401,4.1851,11.5846,9.491,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动被动混合｜主动+指数混合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__ARTNKDP,ARTNKDP,易方达激进投资,天天基金/投顾,易方达基金投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,66.1868,0,0.9761,28.004,6.7837,4.1083,14.2314,39.7424,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__BWCYE2L,BWCYE2L,易方达进取投资,天天基金/投顾,易方达基金投顾,未披露,R5 权益/进取,R5 权益/进取,R4 均衡成长,R4 均衡成长,R5 权益/进取,回撤,,44.3034,33.8909,0.9648,17.1573,13.3966,0,9.5087,23.7027,多资产配置型,多资产配置型,R5 权益/进取｜多资产配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__YS4AEFG,YS4AEFG,易方达权益配置,天天基金/投顾,易方达基金投顾,中高风险,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R4 均衡成长,权益+波动,,64.1794,0,0.8888,29.0957,8.7035,3.144,15.5638,14.2569,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__TWVJJNJ,TWVJJNJ,易方达智航易投7号,天天基金/投顾,易方达基金投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R3 均衡稳健,权益+波动,,58.2458,23.9979,0.9037,14.0406,2.812,0,12.1618,10.6971,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__KQ9I1ZY,KQ9I1ZY,易方达智航易投8号,天天基金/投顾,易方达基金投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R3 均衡稳健,权益+波动,,65.5899,9.9776,0.8773,23.5552,7.8046,4.8365,13.2634,11.9914,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__1BK0MD1,1BK0MD1,银河战舰,天天基金/投顾,华宝智选投顾,中高风险,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,84.6269,0,1.324,14.0492,0,30.5535,13.3527,35.0579,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜主动为主｜海外全球｜主动基金组合、QDII/海外工具,海外/全球,完整,A,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__51G6T1K,51G6T1K,银华天玑-00后创造未来,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R4 均衡成长,R5 权益/进取,R5 权益/进取,波动+回撤,,50.5051,19.4767,0.8053,29.2132,0,0,11.0402,24.9227,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__SAWFRMH,SAWFRMH,银华天玑-00后创造未来,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R4 均衡成长,R5 权益/进取,R5 权益/进取,波动+回撤,,44.0418,28.1757,0.9639,26.8186,0,0,11.8609,30.5906,多资产配置型,多资产配置型,R5 权益/进取｜多资产配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__FTJJP54,FTJJP54,银华天玑-90后成长未来,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R4 均衡成长,R4 均衡成长,R5 权益/进取,回撤,,42.0102,32.8538,0.8372,24.2986,0,0,8.9625,20.9425,多资产配置型,多资产配置型,R5 权益/进取｜多资产配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__KRLU47T,KRLU47T,银华天玑-90后成长未来,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R3 均衡稳健,R4 均衡成长,R5 权益/进取,回撤,,34.9373,42.9065,0.9683,21.1878,0,0,9.3878,24.625,多资产配置型,多资产配置型,R5 权益/进取｜多资产配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__YYPIHMN,YYPIHMN,银华天玑-90后成长未来（测试）,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R0 现金/超低波,R0 现金/超低波,权益,波动率、最大回撤,57.0676,0,0,42.9324,0,0,,,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,不完整,C,未披露,,,否,是,否,否,非对客展示/已终止或数据缺失,非对客展示/已终止或数据缺失,存在测试/终止/隐藏等非当前对客信号；缺少官方业绩字段
ttfund__C84SUFB,C84SUFB,银华天玑-奔跑狮子座,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,86.3658,0,4.5128,9.1214,60.0598,42.1808,14.389,40.0159,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜主动被动混合｜海外全球｜主动+指数混合、QDII/海外工具,海外/全球,完整,B,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__RZSXVTB,RZSXVTB,银华天玑-奔跑狮子座,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,86.2406,0,4.5173,9.2421,60.2055,42.7696,13.1021,32.3338,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜主动被动混合｜海外全球｜主动+指数混合、QDII/海外工具,海外/全球,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__YRZB515,YRZB515,银华天玑-股基组合,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,59.7472,0,0.645,39.6081,0,0,16.6866,20.1144,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__IB6LHUE,IB6LHUE,银华天玑-进取白羊座,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R4 均衡成长,R4 均衡成长,R5 权益/进取,回撤,,47.5574,23.7965,0.8157,27.8304,0,0,10.1155,22.1421,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__D7523P9,D7523P9,银华天玑-悄悄盈,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,64.2462,12.3773,17.6008,2.9238,44.4524,36.4627,16.561,28.34,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜主动被动混合｜海外全球｜主动+指数混合、QDII/海外工具,海外/全球,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__RD4QA7I,RD4QA7I,银华天玑-悄悄盈,天天基金/投顾,银华天玑投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,64.2364,12.3807,17.6057,2.9246,44.4371,36.4452,16.2105,29.4022,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜主动被动混合｜海外全球｜主动+指数混合、QDII/海外工具,海外/全球,完整,B,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__ENPOINA,ENPOINA,盈添进取,天天基金/投顾,华宝智选投顾,未披露,R5 权益/进取,R5 权益/进取,R4 均衡成长,R5 权益/进取,R4 均衡成长,波动,,51.2536,6.3753,1.137,41.234,12.9732,19.8031,11.5006,19.4434,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内+海外｜主动为主｜主动基金组合、QDII/海外工具,国内+海外,完整,B,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__M8UZQJZ,M8UZQJZ,盈添宽基轮动,天天基金/投顾,华宝智选投顾,中高风险,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R4 均衡成长,权益+波动,,92.2424,6.8095,0.9481,0,92.2424,25.5343,12.4129,18.8421,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内+海外｜指数/被动为主｜指数/被动工具组合、QDII/海外工具,国内+海外,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__VAO3N1Y,VAO3N1Y,永动机股票型,天天基金/投顾,华宝智选投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,98.6264,0,1.3736,0,68.4687,70.5595,13.7308,20.2974,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜主动被动混合｜海外全球｜主动+指数混合、QDII/海外工具,海外/全球,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__JHRSLPX,JHRSLPX,永动机全球型,天天基金/投顾,华宝智选投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R4 均衡成长,R4 均衡成长,权益,,77.4778,0,7.9704,0,56.1043,92.0296,10.7461,16.5522,海外/全球型,海外/全球型,R5 权益/进取｜海外/全球型,海外/全球｜未稳定识别｜海外全球｜主动+指数混合、QDII/海外工具、FOF工具,海外/全球,完整,B,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__UL9DA75,UL9DA75,永盈洞见,天天基金/投顾,华宝智选投顾,中高风险,R5 权益/进取,R5 权益/进取,R4 均衡成长,R5 权益/进取,R5 权益/进取,波动+回撤,,43.4763,3.9431,1.0493,51.5314,0,0,13.1865,30.3529,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__TNSNZWM,TNSNZWM,宇宙奇兵,天天基金/投顾,华宝智选投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,73.353,0,1.5683,10.1375,14.9412,24.0954,15.8621,39.9167,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内+海外｜主动为主｜商品黄金｜主动基金组合、QDII/海外工具,国内+海外,完整,B,开放窗口,2026-06-03,2026-06-03,否,是,是,是,当前对客展示,当前对客展示,运作状态=开放窗口，且有官方业绩字段
ttfund__9L7OPLP,9L7OPLP,月宝指数,天天基金/投顾,华宝智选投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,56.7568,14.0416,8.1487,21.053,31.3723,13.3393,11.7813,21.3602,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内+海外｜主动为主｜主动基金组合、QDII/海外工具,国内+海外,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__XCOVSEX,XCOVSEX,越海,天天基金/投顾,国联证券-国联投顾,未披露,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,R5 权益/进取,权益+波动+回撤,,65.2722,0,0.9486,33.7792,0,0,13.2202,24.3315,偏股配置型,偏股配置型,R5 权益/进取｜偏股配置型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
